loan_status,loan_amnt,int_rate,grade,emp_length,home_ownership,annual_inc,age,emp_cat,ir_cat
0,6000,10.65,B,6,MORTGAGE,43000,24,0-15,11-Aug
0,8000,12.69,B,3,RENT,65000,24,0-15,11-13.5
0,11100,6.03,A,5,RENT,75000,31,0-15,0-8
0,12000,NA,C,2,RENT,85000,30,0-15,Missing
0,8000,6.03,A,13,RENT,35000,24,0-15,0-8
0,10000,11.71,B,4,RENT,66000,32,0-15,11-13.5
0,4800,12.42,B,5,MORTGAGE,39600,25,0-15,11-13.5
1,7200,11.71,B,0,RENT,14400,22,0-15,11-13.5
0,2000,15.27,C,4,MORTGAGE,80000,24,0-15,13.5+
0,6000,6.03,A,2,RENT,80000,31,0-15,0-8
0,5950,13.49,C,NA,RENT,20124.6,23,Missing,11-13.5
1,6000,7.9,A,NA,RENT,38400,40,Missing,0-8
0,3600,15.27,C,NA,RENT,60000,22,Missing,13.5+
0,3000,7.51,A,11,MORTGAGE,57000,27,0-15,0-8
0,6000,11.71,B,NA,OWN,31200,27,Missing,11-13.5
0,3000,NA,B,4,MORTGAGE,66000,23,0-15,Missing
0,5000,8.9,A,5,MORTGAGE,96000,24,0-15,11-Aug
0,16000,8.9,A,4,MORTGAGE,50000,31,0-15,11-Aug
0,9000,7.9,A,0,RENT,133800,24,0-15,0-8
1,3000,NA,C,2,RENT,55000,37,0-15,Missing
0,11325,NA,B,4,RENT,25000,29,0-15,Missing
0,10000,14.65,C,0,MORTGAGE,350000,33,0-15,13.5+
0,2100,6.99,A,8,MORTGAGE,45000,32,0-15,0-8
1,6000,16.77,D,NA,RENT,32124,23,Missing,13.5+
0,1500,13.49,C,2,RENT,25200,26,0-15,11-13.5
0,7500,NA,D,1,RENT,58000,22,0-15,Missing
0,33000,20.3,E,13,MORTGAGE,220000,32,0-15,13.5+
0,12475,6.62,A,5,MORTGAGE,66000,48,0-15,0-8
0,3200,7.51,A,0,MORTGAGE,50000,37,0-15,0-8
0,28000,11.71,B,22,MORTGAGE,62000,34,15-30,11-13.5
0,1200,6.03,A,6,MORTGAGE,60000,23,0-15,0-8
0,9600,7.9,A,20,RENT,60000,25,15-30,0-8
0,6000,6.62,A,NA,OWN,54000,35,Missing,0-8
0,7500,8.9,A,5,MORTGAGE,109000,23,0-15,11-Aug
0,7500,6.03,A,0,MORTGAGE,138000,26,0-15,0-8
0,6000,15.99,D,6,MORTGAGE,20400,22,0-15,13.5+
0,7350,11.99,B,6,MORTGAGE,220000,34,0-15,11-13.5
1,32000,15.23,C,7,MORTGAGE,60000,33,0-15,13.5+
0,1500,15.23,C,2,RENT,36000,24,0-15,13.5+
0,8000,5.42,A,5,MORTGAGE,50000,25,0-15,0-8
0,35000,10.59,B,18,OWN,3.00E+05,30,15-30,11-Aug
1,6000,5.42,A,0,MORTGAGE,52800,25,0-15,0-8
0,20000,17.49,D,1,RENT,57012.8,22,0-15,13.5+
0,8000,17.49,D,4,RENT,50000,36,0-15,13.5+
0,4000,10.59,B,5,RENT,38400,22,0-15,11-Aug
0,10000,15.62,D,6,RENT,48000,23,0-15,13.5+
0,7200,11.49,B,3,MORTGAGE,95000,22,0-15,11-13.5
0,10000,9.99,B,5,RENT,125000,28,0-15,11-Aug
0,3000,15.99,D,1,RENT,18000,23,0-15,13.5+
0,8000,11.49,B,12,MORTGAGE,101000,32,0-15,11-13.5
0,21400,15.23,C,18,MORTGAGE,90000,32,15-30,13.5+
0,6500,5.42,A,NA,MORTGAGE,35352,23,Missing,0-8
0,8000,5.42,A,NA,MORTGAGE,79200,29,Missing,0-8
0,5500,5.42,A,21,MORTGAGE,240000,31,15-30,0-8
0,15000,8.49,A,11,RENT,80000,26,0-15,11-Aug
0,35000,NA,B,11,MORTGAGE,80000,22,0-15,Missing
0,6925,15.99,D,13,RENT,40000,26,0-15,13.5+
0,3000,5.99,A,0,RENT,52000,23,0-15,0-8
0,5000,8.49,A,2,RENT,90000,38,0-15,11-Aug
0,10000,8.49,A,2,RENT,1.00E+05,31,0-15,11-Aug
0,5500,7.49,A,8,MORTGAGE,57000,35,0-15,0-8
1,14000,7.49,A,NA,MORTGAGE,66000,22,Missing,0-8
0,6000,9.99,B,0,RENT,78000,23,0-15,11-Aug
0,6800,10.59,B,1,RENT,29120,22,0-15,11-Aug
0,6000,5.42,A,2,MORTGAGE,89000,38,0-15,0-8
0,14500,11.49,B,NA,RENT,35000,26,Missing,11-13.5
0,4800,6.99,A,5,RENT,30000,24,0-15,0-8
0,15000,6.99,A,NA,MORTGAGE,50000,28,Missing,0-8
0,6000,5.99,A,7,MORTGAGE,50000,31,0-15,0-8
0,10500,9.99,B,6,MORTGAGE,63400,22,0-15,11-Aug
0,8000,7.49,A,14,MORTGAGE,45000,28,0-15,0-8
0,2000,16.89,D,0,RENT,130000,31,0-15,13.5+
0,3850,9.99,B,3,RENT,13273,40,0-15,11-Aug
0,12000,10.99,B,16,MORTGAGE,78000,28,15-30,11-Aug
1,5000,11.49,B,0,RENT,37000,32,0-15,11-13.5
0,7000,6.99,A,14,MORTGAGE,25000,26,0-15,0-8
0,9050,5.99,A,3,RENT,30000,34,0-15,0-8
0,2500,9.99,B,6,RENT,53000,33,0-15,11-Aug
0,4800,10.99,B,5,MORTGAGE,95000,32,0-15,11-Aug
0,10000,11.49,B,3,MORTGAGE,80000,42,0-15,11-13.5
0,8000,7.49,A,9,MORTGAGE,55000,31,0-15,0-8
0,2200,11.99,B,1,RENT,46080,22,0-15,11-13.5
0,10200,5.42,A,7,MORTGAGE,110000,35,0-15,0-8
0,12000,5.99,A,15,MORTGAGE,80000,32,0-15,0-8
0,5500,10.99,B,5,MORTGAGE,20400,24,0-15,11-Aug
0,3600,15.99,D,3,RENT,30000,26,0-15,13.5+
0,15000,5.42,A,2,MORTGAGE,135000,34,0-15,0-8
0,1600,13.49,C,4,RENT,43200,29,0-15,11-13.5
0,4000,NA,A,1,MORTGAGE,38000,26,0-15,Missing
0,6000,7.49,A,2,OWN,29553,22,0-15,0-8
0,11500,15.23,C,15,RENT,32000,30,0-15,13.5+
0,4800,7.49,A,5,RENT,80000,35,0-15,0-8
0,24000,5.99,A,14,MORTGAGE,135000,29,0-15,0-8
0,6250,NA,C,6,MORTGAGE,28800,30,0-15,Missing
0,4000,10.99,B,3,RENT,60000,32,0-15,11-Aug
0,14750,NA,A,26,MORTGAGE,56500,29,15-30,Missing
0,6800,11.49,B,1,RENT,55000,23,0-15,11-13.5
0,3000,7.49,A,4,RENT,42000,32,0-15,0-8
0,5000,6.99,A,11,MORTGAGE,45000,22,0-15,0-8
0,7000,NA,B,3,RENT,62100,23,0-15,Missing
0,12000,5.42,A,3,MORTGAGE,87278,24,0-15,0-8
0,5825,9.99,B,5,RENT,30000,28,0-15,11-Aug
0,4200,16.49,D,1,RENT,30000,26,0-15,13.5+
0,4200,12.99,C,8,OWN,50000,26,0-15,11-13.5
0,8400,11.99,B,11,MORTGAGE,65454,25,0-15,11-13.5
0,2000,15.62,D,4,MORTGAGE,52000,21,0-15,13.5+
1,10000,12.99,C,3,RENT,38000,25,0-15,11-13.5
0,10000,13.99,C,27,MORTGAGE,62000,24,15-30,13.5+
0,3500,12.99,C,5,MORTGAGE,24091.68,23,0-15,11-13.5
0,3000,10.59,B,27,RENT,51684,24,15-30,11-Aug
0,5500,11.99,B,18,MORTGAGE,83000,22,15-30,11-13.5
0,16000,11.99,B,1,RENT,85000,24,0-15,11-13.5
0,7000,6.99,A,1,RENT,51000,23,0-15,0-8
0,15000,8.49,A,9,MORTGAGE,155004,32,0-15,11-Aug
1,8000,9.99,B,3,RENT,14400,22,0-15,11-Aug
0,6000,15.23,C,2,OWN,24000,23,0-15,13.5+
0,7000,NA,C,3,MORTGAGE,115000,25,0-15,Missing
0,5500,15.23,C,1,RENT,19200,34,0-15,13.5+
0,5000,NA,C,3,RENT,35550,21,0-15,Missing
0,12000,9.99,B,4,RENT,60000,24,0-15,11-Aug
0,3600,10.99,B,3,RENT,21600,25,0-15,11-Aug
0,11750,10.99,B,3,RENT,55000,43,0-15,11-Aug
1,8000,15.23,C,2,RENT,52500,24,0-15,13.5+
0,10000,5.42,A,5,RENT,53376,28,0-15,0-8
0,7000,8.49,A,5,OWN,37200,21,0-15,11-Aug
0,15000,10.99,B,8,MORTGAGE,185000,30,0-15,11-Aug
0,6000,6.99,A,4,RENT,47000,31,0-15,0-8
0,4800,13.49,C,NA,RENT,27000,21,Missing,11-13.5
0,4000,12.99,C,6,RENT,40000,53,0-15,11-13.5
1,5000,7.49,A,4,RENT,75000,23,0-15,0-8
0,10000,5.42,A,20,MORTGAGE,150000,25,15-30,0-8
0,9250,8.49,A,8,MORTGAGE,45000,32,0-15,11-Aug
0,6800,5.42,A,5,RENT,70000,25,0-15,0-8
0,10000,5.99,A,5,MORTGAGE,62000,29,0-15,0-8
0,3600,7.49,A,0,MORTGAGE,80004,25,0-15,0-8
0,13000,10.99,B,2,RENT,92250,29,0-15,11-Aug
0,1800,16.49,D,1,OWN,65000,30,0-15,13.5+
0,7000,15.62,D,3,MORTGAGE,120000,24,0-15,13.5+
0,6400,14.79,C,NA,RENT,41508,25,Missing,13.5+
0,16800,16.49,D,5,MORTGAGE,85000,28,0-15,13.5+
0,3350,10.99,B,4,RENT,30000,34,0-15,11-Aug
1,7100,6.99,A,2,RENT,50400,23,0-15,0-8
0,5000,8.49,A,11,MORTGAGE,120000,25,0-15,11-Aug
0,1600,9.99,B,1,RENT,25000,25,0-15,11-Aug
0,8000,13.49,C,0,RENT,30000,23,0-15,11-13.5
1,9200,7.49,A,16,RENT,29000,26,15-30,0-8
0,24000,10.99,B,2,MORTGAGE,147000,23,0-15,11-Aug
0,4600,14.79,C,5,MORTGAGE,70000,34,0-15,13.5+
0,13000,5.42,A,7,MORTGAGE,70000,23,0-15,0-8
0,6000,6.99,A,5,MORTGAGE,59000,25,0-15,0-8
0,2200,NA,D,4,RENT,15000,21,0-15,Missing
0,4000,7.49,A,5,MORTGAGE,34000,32,0-15,0-8
0,7200,11.99,B,2,RENT,90000,30,0-15,11-13.5
0,5000,10.59,B,21,RENT,53922,31,15-30,11-Aug
1,4800,NA,C,4,RENT,36000,22,0-15,Missing
0,11600,6.99,A,0,RENT,70000,26,0-15,0-8
1,9500,15.62,D,15,MORTGAGE,28000,23,0-15,13.5+
0,3000,7.49,A,14,MORTGAGE,32400,31,0-15,0-8
1,18000,13.99,C,4,RENT,132725.38,27,0-15,13.5+
0,25000,7.49,A,14,MORTGAGE,80000,29,0-15,0-8
0,18500,NA,A,3,MORTGAGE,115000,28,0-15,Missing
0,5000,5.99,A,0,RENT,65000,26,0-15,0-8
0,32000,11.99,B,0,RENT,73000,28,0-15,11-13.5
0,4800,13.49,C,2,RENT,35000,28,0-15,11-13.5
0,8000,7.49,A,4,RENT,72000,49,0-15,0-8
0,10000,5.42,A,8,MORTGAGE,55000,39,0-15,0-8
0,2000,5.42,A,20,RENT,30000,28,15-30,0-8
0,12000,12.99,C,0,RENT,45000,29,0-15,11-13.5
0,12000,5.42,A,7,MORTGAGE,62000,25,0-15,0-8
0,28000,7.49,A,5,MORTGAGE,4.00E+05,31,0-15,0-8
0,5000,11.99,B,6,MORTGAGE,28800,23,0-15,11-13.5
1,16000,7.49,A,21,RENT,62000,23,15-30,0-8
1,11400,10.99,B,NA,MORTGAGE,58800,29,Missing,11-Aug
0,8000,6.99,A,20,MORTGAGE,45000,26,15-30,0-8
0,8875,15.62,D,3,RENT,26124,21,0-15,13.5+
1,19000,6.99,A,NA,MORTGAGE,48000,24,Missing,0-8
0,8000,11.49,B,8,RENT,38000,24,0-15,11-13.5
0,15000,10.59,B,7,RENT,65000,36,0-15,11-Aug
0,12200,10.99,B,2,OWN,33012,23,0-15,11-Aug
0,7000,11.49,B,3,RENT,32000,21,0-15,11-13.5
1,4200,10.99,B,1,RENT,42499,25,0-15,11-Aug
0,4000,5.42,A,3,OWN,78386,24,0-15,0-8
0,10000,8.49,A,2,RENT,50000,26,0-15,11-Aug
0,8000,10.99,B,20,MORTGAGE,50000,24,15-30,11-Aug
0,10000,11.99,B,11,MORTGAGE,75996,25,0-15,11-13.5
0,3000,11.49,B,9,RENT,43949,23,0-15,11-13.5
0,15000,7.49,A,7,MORTGAGE,35000,24,0-15,0-8
0,22000,6.99,A,1,MORTGAGE,68804,28,0-15,0-8
0,15825,15.62,D,8,MORTGAGE,116000,23,0-15,13.5+
0,4200,NA,A,8,RENT,23520,23,0-15,Missing
0,9500,6.99,A,14,RENT,50000,22,0-15,0-8
0,3250,NA,B,5,MORTGAGE,49272,27,0-15,Missing
0,2000,8.49,A,0,OWN,29000,32,0-15,11-Aug
0,16500,5.42,A,12,MORTGAGE,130000,32,0-15,0-8
0,9600,5.99,A,9,MORTGAGE,35360,22,0-15,0-8
0,4800,10.99,B,5,RENT,3.00E+05,29,0-15,11-Aug
0,10000,16.89,D,4,RENT,74520,33,0-15,13.5+
0,11200,5.42,A,14,RENT,82000,25,0-15,0-8
0,6000,10.59,B,2,RENT,42000,34,0-15,11-Aug
1,18200,11.99,B,8,MORTGAGE,55000,25,0-15,11-13.5
0,15000,12.99,C,13,RENT,125000,23,0-15,11-13.5
0,2500,5.99,A,5,MORTGAGE,28000,23,0-15,0-8
0,14400,11.99,B,1,RENT,85000,38,0-15,11-13.5
0,5600,13.49,C,14,MORTGAGE,120000,26,0-15,11-13.5
0,9000,11.99,B,1,RENT,40000,24,0-15,11-13.5
0,8000,6.99,A,28,MORTGAGE,138000,25,15-30,0-8
0,6000,7.49,A,2,MORTGAGE,35000,22,0-15,0-8
0,4500,5.99,A,1,RENT,15600,23,0-15,0-8
0,12000,5.42,A,8,OWN,50000,27,0-15,0-8
1,3000,7.49,A,0,RENT,50000,26,0-15,0-8
0,18000,6.99,A,4,MORTGAGE,155000,26,0-15,0-8
0,4000,15.23,C,2,RENT,28000,21,0-15,13.5+
0,7500,10.99,B,13,MORTGAGE,71500,26,0-15,11-Aug
0,9000,11.49,B,1,RENT,61000,30,0-15,11-13.5
0,1500,5.99,A,7,RENT,45000,34,0-15,0-8
0,6000,9.99,B,NA,MORTGAGE,28440,24,Missing,11-Aug
0,8875,5.42,A,3,RENT,30000,41,0-15,0-8
0,5000,7.49,A,7,OWN,24000,23,0-15,0-8
0,35000,NA,B,17,MORTGAGE,130000,25,15-30,Missing
0,12000,5.99,A,5,MORTGAGE,80000,25,0-15,0-8
0,35000,10.59,B,17,RENT,120000,34,15-30,11-Aug
0,6000,11.49,B,4,RENT,50000,23,0-15,11-13.5
0,12250,9.99,B,5,RENT,28800,24,0-15,11-Aug
0,6000,13.49,C,2,RENT,57000,28,0-15,11-13.5
1,3000,11.49,B,3,RENT,34580,31,0-15,11-13.5
0,8650,8.49,A,3,RENT,60682,31,0-15,11-Aug
0,23400,7.49,A,1,RENT,66960,22,0-15,0-8
0,7000,7.49,A,6,MORTGAGE,73000,22,0-15,0-8
0,10000,15.62,D,1,RENT,115000,37,0-15,13.5+
0,7000,11.49,B,2,RENT,72000,28,0-15,11-13.5
0,10000,16.89,D,4,RENT,60000,24,0-15,13.5+
0,5000,5.42,A,4,RENT,42000,28,0-15,0-8
0,32000,7.49,A,16,MORTGAGE,170000,39,15-30,0-8
0,13200,12.99,C,1,MORTGAGE,95000,31,0-15,11-13.5
0,6500,10.99,B,6,MORTGAGE,55000,25,0-15,11-Aug
0,15000,NA,D,3,MORTGAGE,58000,24,0-15,Missing
0,25000,15.62,D,22,OWN,70000,29,15-30,13.5+
1,8000,5.99,A,19,RENT,38000,35,15-30,0-8
0,10200,NA,B,6,MORTGAGE,38000,28,0-15,Missing
0,15000,7.49,A,1,RENT,92500,37,0-15,0-8
1,3600,7.49,A,3,RENT,70000,27,0-15,0-8
0,6400,8.49,A,2,MORTGAGE,50000,23,0-15,11-Aug
0,1500,5.42,A,14,MORTGAGE,98400,28,0-15,0-8
0,7525,11.49,B,3,RENT,50000,26,0-15,11-13.5
0,12000,11.99,B,0,RENT,70000,25,0-15,11-13.5
0,4000,15.99,D,19,MORTGAGE,51684.36,25,15-30,13.5+
0,10000,15.62,D,1,RENT,65000,44,0-15,13.5+
0,19000,9.99,B,24,MORTGAGE,114000,38,15-30,11-Aug
1,4500,8.49,A,3,RENT,26000,23,0-15,11-Aug
0,24000,5.99,A,4,MORTGAGE,107000,25,0-15,0-8
0,3900,14.79,C,0,RENT,20400,31,0-15,13.5+
0,7000,9.99,B,6,OWN,28000,23,0-15,11-Aug
0,1300,5.42,A,4,MORTGAGE,24000,22,0-15,0-8
0,10200,15.99,D,8,RENT,170000,31,0-15,13.5+
0,2000,5.42,A,16,MORTGAGE,35000,30,15-30,0-8
0,14000,10.99,B,21,MORTGAGE,104000,25,15-30,11-Aug
0,3300,5.99,A,2,MORTGAGE,30000,35,0-15,0-8
0,3500,15.62,D,2,RENT,62400,25,0-15,13.5+
0,13600,11.99,B,11,MORTGAGE,121000,25,0-15,11-13.5
0,10000,9.99,B,19,MORTGAGE,85000,37,15-30,11-Aug
0,28000,15.99,D,0,RENT,95004,24,0-15,13.5+
0,10000,11.99,B,15,RENT,83000,29,0-15,11-13.5
0,15000,12.99,C,0,RENT,48500,28,0-15,11-13.5
1,7650,19.29,E,4,RENT,39000,29,0-15,13.5+
0,8500,10.59,B,19,MORTGAGE,49000,27,15-30,11-Aug
0,2200,13.49,C,5,OWN,80000,24,0-15,11-13.5
1,3550,11.49,B,NA,RENT,10200,40,Missing,11-13.5
0,11400,10.59,B,12,MORTGAGE,118000,38,0-15,11-Aug
0,7000,7.49,A,5,MORTGAGE,60000,30,0-15,0-8
0,5375,10.99,B,0,RENT,24000,24,0-15,11-Aug
0,1000,5.42,A,16,MORTGAGE,80400,25,15-30,0-8
0,12800,10.59,B,2,RENT,60000,23,0-15,11-Aug
0,35000,19.29,E,3,MORTGAGE,125000,25,0-15,13.5+
0,7950,15.62,D,3,RENT,41000,28,0-15,13.5+
0,6800,11.99,B,2,RENT,55000.99,22,0-15,11-13.5
0,10000,5.99,A,4,RENT,78000,21,0-15,0-8
0,3500,12.99,C,5,RENT,38400,39,0-15,11-13.5
0,6075,8.49,A,6,MORTGAGE,28800,24,0-15,11-Aug
0,2200,NA,D,0,RENT,45500,27,0-15,Missing
0,9000,13.49,C,2,RENT,90000,27,0-15,11-13.5
0,15000,7.49,A,14,OWN,66000,25,0-15,0-8
0,5500,13.99,C,0,RENT,24000,23,0-15,13.5+
0,1000,10.99,B,20,OWN,60000,22,15-30,11-Aug
1,11200,14.79,C,1,MORTGAGE,91200,25,0-15,13.5+
0,12000,5.42,A,11,RENT,46000,25,0-15,0-8
0,8000,11.49,B,4,MORTGAGE,105600,22,0-15,11-13.5
0,5000,10.59,B,0,RENT,90000,24,0-15,11-Aug
0,1000,9.99,B,9,MORTGAGE,36000,22,0-15,11-Aug
0,7200,10.99,B,3,OWN,30000,22,0-15,11-Aug
0,10000,5.99,A,19,MORTGAGE,144000,23,15-30,0-8
0,6000,5.99,A,1,RENT,29000,23,0-15,0-8
0,2400,11.49,B,NA,RENT,18000,30,Missing,11-13.5
1,35000,10.99,B,3,RENT,82000,65,0-15,11-Aug
0,20500,7.49,A,7,RENT,50000,26,0-15,0-8
0,14000,5.99,A,13,OWN,180000,41,0-15,0-8
0,1500,18.79,E,0,RENT,24000,22,0-15,13.5+
0,5800,5.99,A,NA,MORTGAGE,24000,25,Missing,0-8
1,8000,13.49,C,5,RENT,50000,23,0-15,11-13.5
0,6000,15.99,D,4,RENT,20000,35,0-15,13.5+
0,6300,11.49,B,9,MORTGAGE,55000,25,0-15,11-13.5
0,9175,10.99,B,0,MORTGAGE,125000,34,0-15,11-Aug
0,8500,5.42,A,9,MORTGAGE,120000,23,0-15,0-8
0,12000,5.99,A,0,RENT,70000,26,0-15,0-8
0,10000,5.99,A,6,MORTGAGE,105000,30,0-15,0-8
0,9000,5.42,A,26,RENT,59520,29,15-30,0-8
0,12000,6.99,A,4,OWN,66500,29,0-15,0-8
0,12000,14.79,C,NA,RENT,25536,30,Missing,13.5+
0,6000,15.23,C,2,MORTGAGE,56000,26,0-15,13.5+
0,3300,NA,A,1,RENT,40000,39,0-15,Missing
0,2800,8.49,A,8,MORTGAGE,110000,22,0-15,11-Aug
0,3150,15.62,D,0,RENT,72000,29,0-15,13.5+
0,7000,11.99,B,2,RENT,40000,22,0-15,11-13.5
0,2000,9.99,B,12,MORTGAGE,126000,28,0-15,11-Aug
0,15000,16.49,D,7,OWN,60000,22,0-15,13.5+
0,6000,7.49,A,41,MORTGAGE,65000,43,30-45,0-8
1,8500,NA,C,1,RENT,52968,22,0-15,Missing
0,7500,12.99,C,16,RENT,58000,42,15-30,11-13.5
0,9000,10.99,B,23,MORTGAGE,1.00E+05,35,15-30,11-Aug
0,15000,14.79,C,1,OWN,66000,22,0-15,13.5+
0,8000,5.99,A,2,MORTGAGE,88000,24,0-15,0-8
0,5000,14.79,C,3,RENT,32000,23,0-15,13.5+
1,5000,9.99,B,8,RENT,45000,35,0-15,11-Aug
0,3000,13.49,C,4,RENT,30000,32,0-15,11-13.5
0,3625,8.49,A,11,OWN,19000,22,0-15,11-Aug
0,8000,8.49,A,3,RENT,48000,23,0-15,11-Aug
1,11000,8.49,A,7,OWN,27852,29,0-15,11-Aug
0,4200,11.99,B,0,MORTGAGE,29000,21,0-15,11-13.5
0,2800,7.49,A,1,RENT,40000,22,0-15,0-8
0,12800,9.99,B,5,MORTGAGE,83820,32,0-15,11-Aug
0,14125,12.99,C,6,MORTGAGE,44400,25,0-15,11-13.5
0,9600,11.99,B,10,RENT,94837,24,0-15,11-13.5
0,13400,9.99,B,3,RENT,38000,26,0-15,11-Aug
0,4000,5.99,A,2,RENT,30000,24,0-15,0-8
0,5000,9.99,B,7,RENT,68000,22,0-15,11-Aug
0,4200,5.42,A,5,MORTGAGE,84000,23,0-15,0-8
0,4200,10.59,B,0,MORTGAGE,59500,24,0-15,11-Aug
0,4400,10.59,B,1,MORTGAGE,55000,23,0-15,11-Aug
0,4000,7.49,A,6,RENT,57000,21,0-15,0-8
0,12000,5.42,A,9,RENT,65000,47,0-15,0-8
0,2000,7.49,A,2,RENT,55000,23,0-15,0-8
0,12000,7.49,A,5,MORTGAGE,55000,29,0-15,0-8
0,18000,NA,B,6,MORTGAGE,90000,31,0-15,Missing
1,10000,12.99,C,1,OWN,34800,28,0-15,11-13.5
0,5000,10.59,B,6,RENT,72000,34,0-15,11-Aug
0,6500,9.99,B,2,MORTGAGE,26010,31,0-15,11-Aug
0,6000,10.99,B,4,MORTGAGE,33600,34,0-15,11-Aug
0,8000,NA,B,12,MORTGAGE,40000,25,0-15,Missing
1,2200,NA,B,6,MORTGAGE,18000,30,0-15,Missing
0,14125,NA,C,6,RENT,46400,28,0-15,Missing
0,4350,5.99,A,0,OWN,31200,28,0-15,0-8
0,11200,12.99,C,1,RENT,63000,28,0-15,11-13.5
0,10000,15.62,D,9,MORTGAGE,135000,25,0-15,13.5+
0,8000,12.99,C,2,MORTGAGE,75000,29,0-15,11-13.5
0,22400,7.49,A,2,MORTGAGE,113000,23,0-15,0-8
1,7000,7.49,A,NA,MORTGAGE,45000,24,Missing,0-8
0,7200,11.99,B,5,MORTGAGE,31000,42,0-15,11-13.5
0,2200,NA,B,2,OWN,40000,31,0-15,Missing
0,24000,7.49,A,22,MORTGAGE,131004,24,15-30,0-8
0,8000,11.99,B,17,MORTGAGE,85000,37,15-30,11-13.5
1,7000,7.49,A,14,RENT,55000,24,0-15,0-8
0,13600,10.99,B,3,OWN,53400,26,0-15,11-Aug
0,2400,7.49,A,0,MORTGAGE,62400,36,0-15,0-8
0,30000,NA,D,4,RENT,90000,24,0-15,Missing
0,6000,10.59,B,6,MORTGAGE,32760,25,0-15,11-Aug
0,1250,5.42,A,NA,OWN,70000,22,Missing,0-8
1,25000,7.49,A,3,MORTGAGE,53148,23,0-15,0-8
0,8000,15.23,C,6,MORTGAGE,52500,22,0-15,13.5+
0,35000,7.49,A,5,MORTGAGE,96000,25,0-15,0-8
1,1500,5.42,A,1,MORTGAGE,60000,24,0-15,0-8
0,8000,5.99,A,4,RENT,110000,24,0-15,0-8
1,3500,16.89,D,1,MORTGAGE,60000,37,0-15,13.5+
0,8000,5.99,A,NA,MORTGAGE,32000,21,Missing,0-8
1,2200,7.49,A,11,MORTGAGE,45000,31,0-15,0-8
0,15000,7.49,A,1,RENT,35000,25,0-15,0-8
0,2425,8.49,A,0,RENT,36000,23,0-15,11-Aug
0,4000,13.49,C,5,RENT,37200,21,0-15,11-13.5
0,4500,7.49,A,21,OWN,41500,27,15-30,0-8
1,3200,16.49,D,5,RENT,60000,22,0-15,13.5+
0,4000,7.49,A,21,RENT,95000,32,15-30,0-8
0,3000,18.39,E,5,MORTGAGE,43000,36,0-15,13.5+
1,17000,11.99,B,11,MORTGAGE,30000,24,0-15,11-13.5
0,21000,15.62,D,14,MORTGAGE,59617.48,36,0-15,13.5+
0,8600,15.99,D,10,RENT,35000,35,0-15,13.5+
0,18000,7.49,A,3,RENT,89004,28,0-15,0-8
0,5000,NA,B,7,RENT,2.00E+05,35,0-15,Missing
0,6000,9.99,B,0,RENT,20400,26,0-15,11-Aug
0,6000,10.59,B,0,RENT,50000,28,0-15,11-Aug
1,5225,7.49,A,8,MORTGAGE,135000,24,0-15,0-8
0,7800,10.99,B,5,RENT,33000,22,0-15,11-Aug
0,3500,10.99,B,0,RENT,62400,29,0-15,11-Aug
1,6000,10.99,B,4,RENT,30000,22,0-15,11-Aug
0,9600,8.49,A,2,RENT,45000,33,0-15,11-Aug
0,15000,5.42,A,3,MORTGAGE,72000,27,0-15,0-8
0,18000,6.99,A,5,MORTGAGE,86100,34,0-15,0-8
0,14800,7.49,A,6,RENT,28800,25,0-15,0-8
0,2500,16.49,D,NA,MORTGAGE,70000,21,Missing,13.5+
0,8000,12.99,C,2,RENT,40000,22,0-15,11-13.5
0,4800,5.99,A,5,MORTGAGE,20000,26,0-15,0-8
0,5500,7.49,A,NA,MORTGAGE,34200,23,Missing,0-8
0,10000,9.99,B,3,RENT,39580.8,22,0-15,11-Aug
0,6000,5.42,A,7,OWN,24000,25,0-15,0-8
0,3500,7.49,A,17,MORTGAGE,63000,30,15-30,0-8
0,8000,5.99,A,4,MORTGAGE,79000,24,0-15,0-8
0,13500,8.49,A,0,MORTGAGE,117500,30,0-15,11-Aug
0,4650,9.99,B,NA,RENT,22392,24,Missing,11-Aug
0,3000,11.99,B,3,MORTGAGE,50496,24,0-15,11-13.5
0,6000,7.49,A,6,MORTGAGE,97000,28,0-15,0-8
0,28000,7.49,A,3,MORTGAGE,75600,37,0-15,0-8
0,6400,8.49,A,2,RENT,62758,22,0-15,11-Aug
0,4800,10.99,B,31,OWN,120000,27,30-45,11-Aug
1,6475,6.99,A,4,RENT,92000,23,0-15,0-8
0,8000,15.99,D,11,RENT,143400,24,0-15,13.5+
0,9600,11.49,B,2,MORTGAGE,126000,34,0-15,11-13.5
0,9000,9.99,B,11,MORTGAGE,51000,26,0-15,11-Aug
0,8000,5.42,A,5,MORTGAGE,90000,26,0-15,0-8
0,9000,10.59,B,2,RENT,72500,25,0-15,11-Aug
0,20000,6.99,A,14,MORTGAGE,60000,29,0-15,0-8
0,14000,11.49,B,1,RENT,76500,31,0-15,11-13.5
0,1000,15.23,C,2,MORTGAGE,72000,24,0-15,13.5+
1,6000,11.49,B,1,OWN,35000,36,0-15,11-13.5
0,3700,5.99,A,2,MORTGAGE,70000,33,0-15,0-8
0,6500,10.99,B,1,MORTGAGE,55000,30,0-15,11-Aug
0,4000,5.42,A,1,RENT,65000,24,0-15,0-8
0,1325,14.79,C,5,RENT,51500,25,0-15,13.5+
